"User.ID","art.galleries","dance.clubs","juice.bars","restaurants","museums","resorts","parks","beaches","theaters","religious.institutions"
"User 1",0.112587168469789,0.935409413069395,1.61892308602012,0.312800142963502,-0.319444721693547,1.06962252447201,1.15806563710038,-0.327704916336221,0.687166716035425,-1.17998845504683
"User 2",0.387890419344071,1.77173933260959,2.08810489409494,0.384297318498017,1.09792502345761,2.47823497271226,3.71415645772742,-1.49129483666048,0.796867124378282,-1.49114674961843
"User 3",0.99967542128692,-1.15541538578109,-0.600180060279719,-0.00893714694181416,-1.59964965279781,-0.561402415595643,-0.119979773213116,-0.254980546315957,-0.711513490336008,-0.93106181938955
"User 4",-1.35569683619305,0.935409413069395,-0.91719479546541,0.134057204127215,-1.09671200129257,-0.598471164233544,-0.119979773213116,0.908609374008304,0.00153916389256554,0.189108041068209
"User 5",-1.1721613356102,-0.319085466240897,0.211377661795651,0.134057204127215,1.37225465155138,0.328247551713987,-0.119979773213116,-0.400429286356489,-1.0680398174503,-0.80659850156091
"User 6",0.296122669052643,-0.151819482332858,-0.371929450946021,-0.938400428890506,-0.456609535740433,-1.08036489652626,-1.39802518352667,0.399538783866441,0.248365082663995,2.67837439764101
"User 7",0.0208194181783613,0.0154465015751814,-0.955236563687693,-0.759657490054219,-0.182279907646661,-0.48726491831984,-1.39802518352667,-1.27312172659968,-0.958339409107438,1.30927790152597
"User 8",-0.468608583375918,0.0990794935292004,-1.0059589213174,-0.437920200148903,-0.273723117011252,-0.635539912871445,-1.39802518352667,-0.182256176295689,-0.0807361423645776,0.251339699982529
"User 9",0.693782920315496,0.851776421115375,0.033849410091664,0.384297318498017,-0.273723117011252,0.550660043541394,-0.119979773213116,-0.327704916336221,-0.437262469478865,-0.80659850156091
"User 10",-0.590965583764488,0.0154465015751814,-1.0059589213174,-0.974149016657764,1.28081144218679,-0.561402415595643,-1.39802518352667,-0.109531806275424,1.83902100363543,0.99811960695437
"User 11",1.76440667371548,-0.737250426010994,-0.397290629760876,0.777531783937848,1.64658427964515,1.69979125131633,-0.119979773213116,0.399538783866441,0.248365082663995,-0.55767186590363
"User 12",0.204354918761216,3.36076617973596,-0.91719479546541,-0.545165963450675,-0.136558302964366,0.43945379762769,-1.39802518352667,0.690436263947506,0.248365082663995,1.93159449066917
"User 13",-0.468608583375918,0.18271248548322,2.20223019876179,-0.294925849079873,0.0920497204471107,-0.19071492921663,2.43611104741393,0.254090043825909,-0.519537775736008,-1.42891509070411
"User 14",-0.958036584930198,0.600877445253317,1.59356190720527,-0.294925849079873,0.732152185999245,-0.227783677854532,1.15806563710038,0.544987523906974,2.00357161614971,-0.18428191241771
"User 15",0.204354918761216,0.684510437207336,1.61892308602012,-0.080434322476329,0.594987371952359,1.84806624586794,2.43611104741393,-0.109531806275424,1.23566875774971,-1.05552513721819
"User 16",1.09144317157835,2.44080326824174,0.946851847426455,-0.116182910243586,1.1893682328222,0.43945379762769,1.15806563710038,-0.691326766437551,-0.437262469478865,-1.49114674961843
"User 17",-0.101537582210209,-0.653617434056974,0.946851847426455,-0.688160314519704,-2.01114409493847,-1.37691488562947,-0.119979773213116,-0.764051136457819,-1.15031512370744,0.562497994554129
"User 18",-0.86626883463877,1.26994138088547,1.87253487416867,0.455794494032532,0.915038604728426,-0.116577431940828,2.43611104741393,1.49040433417043,-1.15031512370744,-1.17998845504683
"User 19",-0.682733334055916,0.0154465015751814,0.439628271129349,-0.545165963450675,-0.273723117011252,2.84892245909127,-0.119979773213116,0.181365673805641,0.604891409778282,0.0024130643252491
