"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",-1.46860696998323,0.919902236344877,-1.4711271278851,-0.885314024137084,1.07024321416689,1.93236684280288,-0.123395960749437,0.47624877506776,-0.907250335387589,-0.902864204005212,0.6245626405126,-0.109562730931078
"2",-1.06579421406031,-0.683954092155227,-0.390210108982794,-0.273910598187301,-1.00923233551982,0.411798613252542,-0.129799584745786,0.276751644272453,-0.386774778051524,0.0170672825857219,0.4007249961116,1.08962147357173
"3",1.10286132037773,0.939835833891138,-0.0252340594978731,1.61636836472034,0.107834854852524,-1.51325014217332,0.0740398539909146,-2.14028878961487,-0.0939951414626801,-0.780271454055595,-0.883372806103678,-1.76568564530714
"4",-1.04084221054086,0.783539983765854,0.34686457360422,-0.53762395881662,-0.0927342015276456,0.50169558002532,-1.47068877607363,0.297030127122657,1.57554153005387,1.08895996480285,-0.914743005074555,0.857456135776523
"5",-0.302488074115564,-1.18656473532967,1.03837160118582,-1.22556692991832,-1.03581535101455,-1.90464529397862,1.20280643174417,0.0453511420712237,1.28514311253178,0.0201196725222044,0.0792634158584265,-0.94368919633219
"6",1.16158945462651,1.00750032627549,-0.996432456074659,-1.19250673717204,-0.361844999832407,-1.88366756592074,-1.60501832456166,-3.09289496501326,-0.970202280271861,-0.0817105010494324,0.992259860016374,-1.11533068497352
"7",1.28097360655354,1.94290848306276,-0.0985831025584217,-0.192801858957205,-1.38020637196145,-0.466584934975654,-0.419919661116399,0.280811266697734,-0.259227422961159,0.481170398880727,0.148055078388867,-3.82922289145094
"8",-0.616473165766553,-0.117421052647602,-1.32875283441521,0.124557796574738,0.961351684759103,-0.622680648268335,-2.16435437467713,-2.26286549089421,-1.86864292293906,-1.34012938301086,0.53768601259957,-1.42834053946338
"9",-0.783667932467105,-0.463481359048856,0.86333877433733,-0.57057040603645,-2.42479087989464,-0.0777793490426474,-1.85398270389973,-1.55385978559775,-1.08966752678789,-0.503235091493406,-1.49619286616893,0.097819990718494
"10",1.17387757905255,0.328193930258426,0.980091072342581,0.853701670255174,-1.79940772087246,-0.640360866805303,0.204655376346513,1.56109709349125,0.263336744609284,-0.675216255853882,-0.425232737703861,-0.400334841695754
"11",0.444511540131225,0.819935994348875,-0.161920908747364,1.51335454374311,-0.977949399431463,1.32342660313096,-0.113868835803486,1.25357143487678,-0.985942260357632,-0.62181787356273,0.748346739804389,-0.729655055979771
"12",0.309891608110299,1.73300917164997,-1.79370314588608,-0.611229213581346,-1.95835177027256,-0.241159477443428,0.392404017754246,-2.26839822898355,-0.389362196145916,-1.88665731424231,0.556164592117206,0.361479672699621
"13",-1.56599481896794,1.55183391679727,-1.07595166308321,1.35037035295711,-1.27790971801389,-0.0730223166668702,-1.42195867975343,-0.281418569490975,-2.62041732573656,0.730765594287693,2.26783090808017,0.604156180203519
"14",-1.27543819752349,-0.303603217383567,-1.07967808435384,0.000897862831257396,0.89973099907457,-1.22582946569302,-1.42636582904314,-0.279350479664785,0.927876363506224,-1.45790964812649,0.00269378369834936,0.21754033671967
