"V1","V2","V3","V4","V5","V6"
"1",1.10198894873933,-0.415899412005388,-0.478259467715146,0.0804719485914763,-1.19191978867872,0.111249101738532
"2",-0.773657858501654,0.766049089453868,-0.344556017529059,-2.83828502068642,-0.570830613936812,-1.40716765831923
"3",-1.36731501138422,0.364107413832402,0.42444389581252,-0.534965779297429,-1.12472585675349,-1.42254694642418
"4",0.369753937485246,1.2021955543973,-0.44653897925893,-0.569634488586513,-2.0386814732582,0.253386126257525
"5",0.109775706278587,-0.204579970733087,-0.444767583297196,-0.401196776391544,-1.44962904237233,0.358366930751634
"6",-0.246033820727453,1.67405843055048,0.408092954234945,-0.138776630574266,-0.536191678585046,-0.383285633222991
"7",-0.814302867720607,1.1542054475489,-1.08041782273624,-1.65828697113824,0.285781948947764,-0.602204800694547
"8",-2.2866632774398,0.925609019262808,-1.09980147317246,-0.585333802834042,0.033434563870354,-0.578954603666111
"9",0.204284481064601,0.143584057172718,1.02563056448668,1.0123887030023,0.790890163842057,-0.951845020541346
"10",0.378282908802532,-0.0798442083373108,-1.04495986368491,0.497684564517596,0.27146989205699,0.30918011902166
"11",-0.285052472391773,-0.0531217376829586,-1.03529181872568,-1.23736599522176,-0.12552977388904,0.842000467083826
"12",-0.907313376228009,0.0639193654449628,-0.0544130807412056,0.333920439301984,-0.246042088162909,0.540365800721376
"13",-0.0990073942663359,-0.704146605442838,-0.451151546943436,-0.238621686431761,-0.499195933687463,-0.0577875817361602
"14",0.235967015919551,-2.29537983995487,-0.49515386158214,0.366788301940687,-2.13887615822438,0.923606101993264
"15",0.61216525522355,0.244114748644459,0.847767549352128,-0.511694227010424,-0.791304118158429,-1.21631865072036
"16",-0.0466305500915086,-1.71697036621767,-0.132084724073377,-1.57320077864014,-0.0792176507148486,-0.284005366201157
"17",-0.870935448947007,2.31664119956108,-0.534421794785482,-0.141703545101771,-0.511081478374486,-1.61394931258231
"18",-0.544580975360597,1.13939640405406,-1.03079725933063,-1.25044319938397,0.269254049292239,-0.249737784233701
"19",-2.07791598261031,-0.669164693954116,-0.856911515770079,-0.979595594340509,-0.554425523971734,-0.907460343971632
"20",0.0895764067991096,-0.768628740614891,1.03323843744463,-0.55080181368135,0.0392994573644399,2.21536034741905
"21",1.5758737455513,-1.71723383377953,1.19109432512659,0.397432269421134,1.26145272104205,0.889178360220148
"22",0.800861277106251,0.0526998650221355,0.362889566977433,1.12014497911235,-0.149905585050714,-1.17226575851909
"23",-0.665112280043263,0.638659907738037,-0.605953424909996,-1.41943085109044,0.481355244339015,-1.33212665163785
"24",-0.947293545778462,0.882155463069611,0.33918525028952,-1.55862695720755,0.173247027123795,-0.978980768755386
"25",-1.82031481628443,0.495290986656577,-0.175574284310333,-0.175709062978972,-0.212044999588699,0.414076851568448
"26",0.395529505695254,-0.827560222138541,-0.347667642982226,-0.929098699861245,-0.639329952080269,0.401086839691458
"27",1.20043388516022,-0.531773661055753,0.0148717178381773,0.0839274584482824,0.191339685269722,1.6271748223485
"28",-1.93293696083197,-1.53586958177495,-1.85715435201348,1.64060567926598,1.02226829256287,0.727230655098147
"29",0.318259079933984,-1.02196834173388,-0.342759857980462,0.319571683995928,0.695022657707691,-0.0444117154779075
"30",-1.2011307946013,-0.112367295992283,0.237426994070981,-0.134021403139454,-1.67416939058704,0.307104757183501
"31",1.23411238319665,-1.11330892366157,-0.168429762928335,-1.4392399455305,0.891927200476025,0.449027007448035
"32",1.46797322223378,0.629066146912318,0.680829710042503,-0.759751096775523,0.383903004982318,1.01070988944079
"33",-0.865099346609911,-0.407972843293271,0.91285859191252,-0.452037571988568,0.454956915412831,0.286498166089085
"34",-1.72152949083544,-0.916493363360928,-1.04752373391955,0.62388582472446,-0.822781617375958,1.09788778289865
"35",-0.533677055697489,-0.19723619721398,-0.725020013050756,-2.03073219221761,-1.49578768022766,-1.02196693097422
"36",-0.674983686109364,0.0260848453985609,-1.42596486663713,0.555309240968518,-0.627218866232112,1.16007819494306
"37",0.210313879869332,0.605800804459363,0.0649661579135716,-0.672793573773813,-0.99155305880998,-0.65909354997097
"38",-0.9930224817758,-1.21616163200727,-0.854130783900143,-0.0928475561043641,-1.57610364540144,1.0202261166942
"39",-0.646481216559253,-0.112792293262676,0.799223176710844,-1.07646089644234,0.604378398580475,0.131973936870383
"40",-1.04188253951418,-0.897448102907453,-0.336849240509413,-1.1665966231822,0.170747923425317,-0.426146692644739
